Question :How do we calculate the impact of one feature over other?,"Answer :To factor in the impact of other features, we can include relevant external features in  model's input. These features should capture the effects of external factors on the target variable."
Question :How do we calculate the impact of one feature over other?,"Answer :we can use techniques like feature importance analysis, permutation importance, or partial dependence plots to assess how changes in specific feature affect model's predictions."
Question :Can Lagrange Multiplier be used in SVM Kernel Transformation?,"Answer :No, the kernel transformation in Support Vector Machines (SVM) is not directly related to Lagrange multipliers."
Question :Can Lagrange Multiplier be used in SVM Kernel Transformation?,"Answer :No, Lagrange Multiplier is used to find the optimal hyperplane."
Question :Give one example where dropout is used?,Answer :The dropout rate is a hyperparameter that determines the probability of dropping out each neuron in a given layer.
Question :Give one example where dropout is used?,"Answer :Example, if the dropout rate is set to 0.5, then each neuron in the layer will be dropped out with a probability of 0.5 during training."
Question :What is the difference between Entropy Loss and Misclassification Rate?,Answer :Cross-entropy loss is a function use in ML for classification tasks while adjusting model weights during training. It is not same as misclassification rate.
Question :What is the difference between Entropy Loss and Misclassification Rate?,Answer :Cross Entropy measures the dissimilarity between predicted label and true label whereas Misclassfication Rate measures the percentage of misclassified samples.
Question :What is the definition of dense representation?,"Answer :Dense representation refers to a compact numerical encoding that captures rich semantic information, enabling efficient computation and effective modeling in various domains."
Question :What is the definition of dense representation?,"Answer :Dense representation, also known as distributed representation, uses continuous values to represent data, allowing for complex relationships and better generalization in machine learning tasks."
"Question :How are the weights of the convolutional
kernel determined in a neural network and
are they updated using backpropagation
during training?","Answer :The weights of the convolution kernel
are initialized randomly,and they are
updated during training using
backpropagation and gradient descent
to minimize the loss function and
improve the model's performance."
"Question :How are the weights of the convolutional
kernel determined in a neural network and
are they updated using backpropagation
during training?","Answer :The weights of the convolutional kernel
are initially randomly initialized.During
training,they are updated using
backpropagation through convolutional
layers."
Question :What is Imagenet?,"Answer :Imagenet can be used as feature extractors or for tranfer learning. Various layers in Deep neural networks, such as convolutional layers, pooling layers, activation layers and fully connected layers can be used to built model."
Question :What is Imagenet?,"Answer :The imagenet dataset contains 14,197,122 annotated images according to the WordNet hierarchy."
Question :What is rectified linear function?,"Answer :Relu (Rectified Linear Unit) is an activation function in NN. It outputs the input value if positive, and zero otherwise. Relu helps in introducing non-linearity and can enhance model performance."
Question :What is rectified linear function?,Answer :It is an activation function which sets all negative values to zero otherwise the output will be same as input.
"Question :Can bigram, trigram, or n-gram implementations be used within a single sentence?","Answer :Yes, bigram, trigram, or n-gram models work in a single sentence."
"Question :Can bigram, trigram, or n-gram implementations be used within a single sentence?","Answer :N-gram models capture word relationships within sentences, regardless of length, aiding language analysis tasks."
Question :Is Relu a non linear function?,"Answer :Yes, Relu (Rectified Linear Unit) helps non-linearity in neural networks."
Question :Is Relu a non linear function?,"Answer :Yes, Relu is a non linear function and it introduces non-linearity into the system."
Question :What is the purpose or significance of limit or maximum limit in a given context?,"Answer :The limit or maximum limit sets a boundary or constraint on a variable or process, defining the upper threshold or boundary beyond which certain conditions or actions apply."
Question :What is the purpose or significance of limit or maximum limit in a given context?,"Answer :The limit or maximum limit establishes the highest allowable value or threshold that a variable or process can reach before specific conditions, restrictions, or actions are triggered."
"Question :In the context of machine learning, what distinguishes classification from regression and which is considered more significant?","Answer :Classification and regression serve different purposes. Neither is considered the ""holy grail"" as their significance depends on the problem and the goals of the analysis."
"Question :In the context of machine learning, what distinguishes classification from regression and which is considered more significant?","Answer :Classification and regression are distinct tasks, each with its own significance. The importance of each depends on the specific problem being addressed."
"Question :What is the importance of slicing in data manipulation, and in what situations do we typically utilize slicing?","Answer :Slicing allows us to extract subsets of data or access specific elements. It is useful for tasks like data filtering, subsetting large datasets, or selecting specific ranges or dimensions."
"Question :What is the importance of slicing in data manipulation, and in what situations do we typically utilize slicing?","Answer :Slicing is essential for data manipulation, enabling extraction of specific portions. It is employed in tasks such as feature selection, cropping images, accessing time intervals, or filtering based on specific conditions."
Question :Is it possible for a convolutional filter to act as an encoder?,"Answer :Yes, a convolutional filter can act as
an encoder in autoencoders,extracting
relevant features from the input data
through convolutional operations."
Question :Is it possible for a convolutional filter to act as an encoder?,"Answer :Yes,a convolutional filter can be part of
an encoder in an autoencoder.In
autoencoders,the encoder transforms the
input data into a compressed
representation in the hidden layer."
Question :What is the meaning of speaker recognition/verification?,"Answer :Speaker recognition/verification refers to
the process of identifying and confirming
an individual's identity based on their
unique voice characteristics, often used
for security and authentication purposes."
Question :What is the meaning of speaker recognition/verification?,"Answer :Speaker recognition is the process of verifying an individual's identity.It
involves extracting voice features such as
pitch, frequency and voiceprints and
comparing them against stored reference
data or a known speaker's voiceprint."
Question :How does natural language processing (NLP) handle scenarios where multiple languages are used within a single context or expression?,"Answer :NLP techniques for multilingual scenarios involve language identification, code-switching detection, and employing language-specific models or resources to process and understand the text in each respective language."
Question :How does natural language processing (NLP) handle scenarios where multiple languages are used within a single context or expression?,"Answer :NLP handles multilingual situations by employing language-aware techniques, including language identification, translation, or using language-specific models to process and analyze the text in each language within the context."
Question :Define Gradient descent in Neurat network?,Answer :Gradient descent is an optimization algorithm used to update the model's weights during the training process of neural networks.
Question :Define Gradient descent in Neurat network?,Answer :Gradient descent is an optimization algorithm used in neural networks to minimize the loss function by iteratively adjusting the model's weights in the direction of steepest descent of the gradient.
Question :Are Autoencoders symmetric? Will slow compression over many layers and abrupt expansion over few layers lead to data loss?,Answer :Autoencoders are not necessarily symmetric. The amount of data loss that occurs in an autoencoder depends on the specific autoencoder and the data that it is trained on.
Question :Are Autoencoders symmetric? Will slow compression over many layers and abrupt expansion over few layers lead to data loss?,Answer :All autoencoders are not symmetric. Slow compression over many layers and abrupt expansion over few layers can lead to data loss.
Question :How Parts of Speech tags are learnt from text?,"Answer :POS tagging is performed using Machine learning algorithms, trained on a large annotated corpus of text. Algorithms learn to predict the correct POS tag for given word based on the context in which it appears."
Question :How Parts of Speech tags are learnt from text?,"Answer :Parts of Speech tags are learned from text using supervised machine learning techniques. In supervised learning, labeled training data is used, where each word in the text is tagged with its corresponding POS. "
Question :How do search engines gather data from the web?,"Answer :Search engines gather data from the web using web crawling, where automated bots (web crawlers) systematically discover, visit, and index web pages to build their search engine index."
Question :How do search engines gather data from the web?,"Answer :Search engines gather data from the web through web crawling, where automated bots, known as spiders, visit web pages, follow links, and index the content for retrieval and search results."
Question :In what situations or applications do we typically utilize the tanh kernel?,"Answer :The tanh kernel is commonly used in machine learning tasks where non-linear transformations and capturing complex patterns are crucial, such as text classification or sentiment analysis."
Question :In what situations or applications do we typically utilize the tanh kernel?,"Answer :The tanh kernel is employed when working with data that exhibits non-linear relationships and requires capturing intricate patterns, often in tasks like image recognition or speech analysis."
"Question :Are there any variants other than back propagation, that can replace Gradient Descent for neural networks?",Answer :There are some alternatives to backpropagation that have been proposed for different purposes.
"Question :Are there any variants other than back propagation, that can replace Gradient Descent for neural networks?","Answer :Stochastic Gradient Descent (SGD), Mini-batch Gradient Descent, Momentum, Nesterov Accelerated Gradient (NAG) are some of the variants of gradient descent that can be used for neural networks."
"Question :What is difference between ML and AI,is unsupervised /self Supervised learning AI ?",Answer :Machine learning is a subfield of artificial intelligence that focuses on the development of algorithms and models that can learn from data and make predictions without being explicitly programmed.
"Question :What is difference between ML and AI,is unsupervised /self Supervised learning AI ?","Answer :Yes, Machine Learning can be said as the subset of AI. Supervised Learning is a type of ML algorithm. "
Question :What is noise and how to identify noise in the data?,Answer :Noise is an unwanted behavior within data. Variance of data is a measure of noise in data.
Question :What is noise and how to identify noise in the data?,Answer :Noise can be described as data consisting of non-systematic errors. Noise in the data is detected by high value of Signal-to-noise ratio. 
Question :What is the equivalent of X.ndim for tensors to determine the number of dimensions?,Answer :The equivalent of X.ndim for tensors is len(X.shape) or X.ndim() to obtain the number of dimensions in the tensor.
Question :What is the equivalent of X.ndim for tensors to determine the number of dimensions?,"Answer :To determine the number of dimensions in a tensor, the equivalent of X.ndim is len(X.shape) or X.ndim() can be used."
Question :Is gradient descent exclusive to neural networks or applicable to other machine learning algorithms and optimization problems as well?,"Answer :Gradient descent is a widely used optimization algorithm that is not limited to neural networks, as it can be applied to various machine learning algorithms and optimization problems."
Question :Is gradient descent exclusive to neural networks or applicable to other machine learning algorithms and optimization problems as well?,"Answer :Yes, gradient descent is a commonly used optimization algorithm for training neural networks by iteratively updating model parameters based on the calculated gradients."
Question :How are convolutional neural networks (CNNs) applied to dynamic tasks such as audio and video?,"Answer :Yes, to apply Convolutional Neural Networks (CNNs) to dynamic data like audio and video, we need to preprocess them into static picture equivalents, such as spectrograms for audio and frames for video."
Question :How are convolutional neural networks (CNNs) applied to dynamic tasks such as audio and video?,"Answer :Yes, using convolutions to analyze data more efficiently than alternative methods such as fully connected networks. These convolutions enable CNNs to extract meaningful features from images or sound waves quickly and accurately."
"Question :In addition to compression and decompression tasks, what are some other practical applications of autoencoders that are widely used today in various domains?","Answer :Autoencoders find applications in anomaly detection, where they learn to reconstruct normal patterns and identify deviations, aiding in fraud detection, network intrusion detection, and system monitoring."
"Question :In addition to compression and decompression tasks, what are some other practical applications of autoencoders that are widely used today in various domains?","Answer :Autoencoders are utilized in dimensionality reduction tasks, enabling efficient representation learning and visualization of high-dimensional data in fields such as image recognition, natural language processing, and recommender systems."
"Question :Is MSE the only loss function used in time series analysis, or are there alternative options available?","Answer :MSE is commonly used for time series analysis, but alternative loss functions like MAE, RMSE, MAPE, and Quantile Loss can also be utilized."
"Question :Is MSE the only loss function used in time series analysis, or are there alternative options available?",Answer :There are other loss functions besides MSE that can be employed for time series analysis.
Question :Can the conversion to linear always be achieved by increasing the dimension by 1?,"Answer :No, the conversion to linear cannot always be achieved by increasing the dimension by 1. Some problems are inherently non-linear and require more complex transformations."
Question :Can the conversion to linear always be achieved by increasing the dimension by 1?,"Answer :No, increasing the dimension by 1 does not guarantee the conversion to a linearly separable space in AI. "
Question :How loss and score is calculated?,"Answer :When checking for loss and score in machine learning, y_pred is used to represent the model's predicted output for a given set of input data. "
Question :How loss and score is calculated?,Answer :Loss is calculated with Training dataset while training the model. Score is calculated with Test Data after training has been done. 
Question :What are some practical applications of autoencoders beyond compression/decompression and their use in applications like Zoom?,"Answer :Autoencoders are used for anomaly
detection,dimensionality reduction,
feature learning,data denoising and
generative models in various fields
like finance,healthcare and natural
language processing."
Question :What are some practical applications of autoencoders beyond compression/decompression and their use in applications like Zoom?,"Answer :Apart from compression and decompression,
autoencoders find practical applications
in various domains like Feature learning,
Speech and audio processing,Image
Reconstruction,Data Denoising,Collaborative
Filtering."
Question :Do we use the same set of randomly generated smaller trees during training while making predictions using Random Forest and take their mode prediction?,"Answer :Yes, while predicting with Random Forest, the same set of randomly generated smaller trees is used, and their mode prediction is taken as the final prediction."
Question :Do we use the same set of randomly generated smaller trees during training while making predictions using Random Forest and take their mode prediction?,"Answer :Yes, in Random Forest, predictions are made by aggregating the predictions of multiple randomly generated decision trees to obtain the mode prediction."
Question :Why is cosine better than Euclidean?,"Answer :Yes, Cosine similarity is often preferred over Euclidean distance for measuring the similarity between two vectors in natural language processing tasks"
Question :Why is cosine better than Euclidean?,"Answer :cosine similarity is not affected by the magnitude of the vectors, and only considers the angle between them."
Question :Shouldn't output layer have 2 neurons ?,"Answer :Yes, if the problem requires predicting between two classes (binary classification), the output layer should have 2 neurons, each representing the probability of one class."
Question :Shouldn't output layer have 2 neurons ?,"Answer :The number of neurons in the output layer depends on the problem. For binary classification, two neurons are appropriate (one for each class), while other tasks might require a different number of output neurons."
"Question :Is it possible to incorporate bigrams, trigrams, or n-grams into a single sentence?","Answer :Yes, we can have bigram, trigram, or n-gram implemented in a single sentence."
"Question :Is it possible to incorporate bigrams, trigrams, or n-grams into a single sentence?","Answer :Yes, it is possible to have bigram, trigram, or n-gram models implemented in a single sentence by considering different combinations of adjacent words for language modeling or analysis purposes."
Question :What is a neuron?,"Answer :In the context of a neural network, a neuron is the most fundamental unit of processing. Neural networks are similar to human brain and simulate the way the biological neurons signal to one another."
Question :What is a neuron?,Answer :Neurons are computational units that process and transmit information. They are the basic units in a neural network.
Question :How can we ensure that the same sample used in earlier batch is not used again when using Stochastic Gradient Descent?,"Answer :To ensure that the same sample used in earlier batch is not used again, one possible way is to shuffle the training dataset before each epoch."
Question :How can we ensure that the same sample used in earlier batch is not used again when using Stochastic Gradient Descent?,"Answer :By using sampling without replacement strategy, once a sample is selected for a batch, it is removed from the pool of available samples until the next epoch."
Question :What are the tools and technologies used for data mining?,"Answer :There are some popular tools for data mining include RapidMiner, KNIME, Orange, IBM SPSS Modeler, Weka, Microsoft Azure Machine Learning Studio, scikit-learn, pandas, NumPy, R language, etc."
Question :What are the tools and technologies used for data mining?,"Answer :Some popular data mining tools include RapidMiner, Weka, KNIME, Orange, Oracle Data Mining, IBM SPSS Modeler, SAS Enterprise Miner, and Teradata."
"Question :Why SVMs are well known for their effectiveness in high dimensional spaces, where the number of features is greater than number of observations?",Answer :SVMs use a kernel trick to map the data into a higher-dimensional space where the data is more linearly separable.
"Question :Why SVMs are well known for their effectiveness in high dimensional spaces, where the number of features is greater than number of observations?","Answer :SVMs map the data into a higher-dimensional space without explicitly computing the coordinates of the data in the higher-dimensional space, using a kernel function, that takes two data points as input and returns a scalar value."
"Question :In gradient descent, how do we know which function we are differentiating?","Answer :Knowing the functions to be differentiated depends on the problem context. In mathematical or scientific contexts, the functions are explicitly given. In machine learning, the functions are part of the model or algorithm used for prediction."
"Question :In gradient descent, how do we know which function we are differentiating?",Answer :The gradient of the cost function with respect to the model’s parameters tells us how much the cost will change if we make a small change to the parameters.
Question :What are the clustering algorithms change the number of clusters while iterating through?,"Answer :Yes, the number of clusters can change during the iteration in some clustering algorithms, eg. hierarchical clustering or density-based clustering, where the algorithm dynamically merges or splits clusters based on certain criteria."
Question :What are the clustering algorithms change the number of clusters while iterating through?,"Answer :There are clustering algorithms that inherently allow for changing the number of clusters during the iterative process.  DBSCAN, Mean Shift, Affinity Propagation are a few examples."
Question :How are the weights assigned during convolution in PyTorch or Keras?,"Answer :In PyTorch or Keras, the weights during convolution are typically initialized randomly using techniques such as Xavier and then they are updated through backpropagation during the training process."
Question :How are the weights assigned during convolution in PyTorch or Keras?,"Answer :The weights in PyTorch or Keras convolutional layers can also be explicitly assigned by the user, allowing for customized weight initialization strategies based on specific requirements or domain knowledge."
Question :How can I obtain predictions for future levels beyond 1 or 10 years?,"Answer :To obtain predictions for a longer time horizon, you can extend the time series model (ARIMA or RNN) and generate forecasts iteratively for the desired number of future time periods."
Question :How can I obtain predictions for future levels beyond 1 or 10 years?,"Answer :By using either ARIMA or RNN, you can generate future predictions for an extended time horizon by iteratively forecasting each subsequent time period."
Question :Is percentage of variance a  criteria for in eigen vector selection ?,"Answer :Yes, the percentage of variance explained by each eigenvalue is a criterion for selecting eigen vectors in PCA, aiding in dimensionality reduction."
Question :Is percentage of variance a  criteria for in eigen vector selection ?,"Answer :Yes, the percentage of variance common criterion for eigen value selection in PCA. Choosing eigenvalues that explain a significant portion of the total variance can guide the decision on number of components to retain for dimensionality reduction."
Question :What is non-parametric model?,"Answer :There are many models which implements the non-parametric model such as KNN,decision tree"
Question :What is non-parametric model?,Answer :These models does not make assumptions about the functional form of the relationship between input & output variable.
Question :What are Mel Frequency Cepstral Coefficients (MFCC) for speech recognition?,"Answer :Mel Frequency Cepstral Coefficients (MFCC) are acoustic features extracted from speech signals that capture important spectral characteristics for speech recognition tasks, based on the human auditory system."
Question :What are Mel Frequency Cepstral Coefficients (MFCC) for speech recognition?,"Answer :MFCC is a feature extraction to represent the spectral characteristics of sound by converting audio signals into a compact set of coefficients, suitable for machine learning algorithms and speech recognition tasks."
Question :Is there a sub-branch of Speech recognition that focuses on converting brain electrical signals into speech?,"Answer :Yes, a subfield called Brain-Computer Interface (BCI) deals with converting brain electrical signals into speech or other forms of communication."
Question :Is there a sub-branch of Speech recognition that focuses on converting brain electrical signals into speech?,Answer :Brain-Computer Interface (BCI) is an area within Speech recognition that specifically deals with the conversion of brain electrical signals into speech or other forms of communication.
Question :What factors are considered when selecting different kernel functions?,"Answer :Factors such as the problem domain, the nature of the data, linearity assumptions, and desired model complexity are considered when choosing kernel functions."
Question :What factors are considered when selecting different kernel functions?,"Answer :The selection of kernel functions depends on factors like the specific problem, the characteristics of the data, and the desired modeling capabilities, such as capturing non-linear relationships."
Question :Is the number of features to be selected in each tree a model hyperparameter or completely random?,"Answer :The number of features to be selected in each tree of Random Forest is a model hyperparameter that can be adjusted by the user, providing control over the feature selection process."
Question :Is the number of features to be selected in each tree a model hyperparameter or completely random?,Answer :The number of features to be selected in each tree is a model hyperparameter that can be controlled by the user during the construction of the Random Forest model.
Question :When to update a machine learning model deployed in production?,Answer :Any machine learning model is monitored continuously to ensure that it perform as expected with real-world data. When its performance is degrading then update an existing deployment to use a new model.  
Question :When to update a machine learning model deployed in production?,Answer :After deployment models are continuously monitored and tracked for performance to ensure that the quality of  model in production is up to date. If any deviations prevails retrain the machine learning model.
Question :What is the deep learning framework developed by Amazon?,"Answer :The deep learning framework developed by Amazon is called ""Apache MXNet."" It is an open-source framework designed to support scalable and flexible deep learning models for various AI applications"
Question :What is the deep learning framework developed by Amazon?,"Answer :Amazon developed the deep learning framework ""Gluon."" It is a user-friendly, open-source library that allows developers to build and train machine learning models more easily and efficiently."
Question :Is using log(N) as the window size a common rule of thumb?,"Answer :No, log(N) is not a thumb rule for window size. Window size depends on specific data patterns and requirements of the task."
Question :Is using log(N) as the window size a common rule of thumb?,Answer :Using log(N) as the window size is not a common rule of thumb. The window size in time series analysis should be chosen based on data characteristics and analysis requirements.
Question :How to select a kernel for a particular problem in SVM?,"Answer :Generally, a linear kernel should be used if the data is linearly separable, a polynomial kernel if it has nonlinear patterns, an RBF kernel if it has complex and nonlinear patterns or clusters."
Question :How to select a kernel for a particular problem in SVM?,"Answer :Selecting a kernel for an SVM involves a combination of understanding the problem, experimenting with different kernels, and fine-tuning their parameters. It requires careful consideration of the data characteristics."
Question :How data augmentation help to build emotional data from normal data?,"Answer :Data augmentation do not help in building emotional data from normal data, it is a technique for increasing training data diversity by targeted modification of the existing data. "
Question :How data augmentation help to build emotional data from normal data?,Answer :Data augmentation can help build emotional data from normal data by artificially creating new instances with emotional variations. It involves applying various transformations to the original data.
Question :What is word embeddings in NLP?,Answer :Word Embeddings in NLP is a technique where individual words are represented as real-valued vectors.
Question :What is word embeddings in NLP?,Answer :Word embedding in NLP allows you to extract features out of the text with which you can utilize them into a machine learning model for text data.
Question :What impact does feature scaling have on the performance of machine learning algorithms?,"Answer :Feature scaling can improve the performance of machine learning algorithms by ensuring that features are on a similar scale, preventing some features from dominating others."
Question :What impact does feature scaling have on the performance of machine learning algorithms?,"Answer :Feature scaling helps to normalize the range and distribution of features, leading to better convergence, improved accuracy, and faster training of machine learning algorithms."
Question :Why is max pooling commonly used instead of average pooling?,"Answer :Max pooling is preferred over average pooling for robustness to input variations, as it captures salient features by selecting the maximum value in each pooling region."
Question :Why is max pooling commonly used instead of average pooling?,"Answer :Max pooling tends to preserve sharper edges and local patterns better than average pooling, making it suitable for tasks that require capturing distinct features in the data."
Question :Does GloVe offer word vectors for a comprehensive set of words in its pre-trained models?,"Answer :No,GloVe does not provide the vectors for all the words"
Question :Does GloVe offer word vectors for a comprehensive set of words in its pre-trained models?,"Answer :GloVe (Global Vectors for Word Representation) provides pre-trained word vectors for a vast vocabulary of words. However, the coverage of words depends on the specific pre-trained GloVe model that you are using."
Question :How does Squeeze function work?,Answer :The Squeeze function takes an array as an input and returns a new array with the dimensions of length one removed.
Question :How does Squeeze function work?,Answer :Squeeze function is used when we want to remove single-dimensional entries from the shape of an array.
Question :Is it possible to combine Random Forests and Convolutional Neural Networks (CNNs)?,"Answer :Yes, it is possible to combine Random Forests and Convolutional Neural Networks (CNNs). "
Question :Is it possible to combine Random Forests and Convolutional Neural Networks (CNNs)?,"Answer :Yes,one approach is to use the CNN as a feature extractor and feed the extracted features into a Random Forest classifier for the final prediction."
Question :Why are SVMs known for their effectiveness in high-dimensional spaces when the number of features exceeds the number of observations?,"Answer :SVMs are effective in high-dimensional spaces with more features than observations because they rely on the margin maximization principle, which is less impacted by the curse of dimensionality"
Question :Why are SVMs known for their effectiveness in high-dimensional spaces when the number of features exceeds the number of observations?,"Answer :SVMs excel in high-dimensional spaces as they prioritize maximizing the margin, which helps mitigate the curse of dimensionality and manage data sparsity."
"Question :In the context of Dimensionality Reduction, can PCA and Correspondence Analysis be used interchangeably?",Answer :PCA and Correspondence Analysis are distinct techniques used for different types of data. They cannot be used interchangeably for Dimensionality Reduction.
"Question :In the context of Dimensionality Reduction, can PCA and Correspondence Analysis be used interchangeably?","Answer :PCA and Correspondence Analysis serve different purposes in Dimensionality Reduction, and they are not interchangeable due to their different underlying principles and applications."
Question :What value of gamma leads model to overfit the data?,"Answer :Intuitively, the gamma parameter defines how far the influence of a single training example reaches, with low values meaning ‘far’ and high values meaning ‘close’.  High values ogf gamma leads model to overfit on dataset."
Question :What value of gamma leads model to overfit the data?,"Answer :In SVM, a low gamma value results in a broader and smoother decision boundary, allowing more data points to be considered. High values of gamma can cause the SVM model to overfit the training data. "
Question :What factors help determine whether to use stride or pooling for dimension reduction and information summarization?,"Answer :Factors for deciding stride or pooling: Downsampling level, information retention, computational efficiency, task/architecture needs."
Question :What factors help determine whether to use stride or pooling for dimension reduction and information summarization?,"Answer :The decision to use stride or pooling is influenced by factors such as network architecture, input size, computational resources, and the desired level of spatial information preservation. "
"Question :When considering slopes in optimization,
do we take only positive slopes? If so, what is the
rationale behind this preference?","Answer :No, gradient descent considers the slope of the loss function moving in the direction of steepest
descent. It can be positive or negative depending on the shape of the function."
"Question :When considering slopes in optimization,
do we take only positive slopes? If so, what is the
rationale behind this preference?","Answer :The negative slope is used to update model parameters, as descending in the direction of steepest descent leads to error minimization, ensuring we move in the direction of decreasing error."
Question :How to determine anomalies during pre-processing of data?,"Answer :Techniques like feature scaling, normalization, and feature selection during pre-processing helps to remove anomalies in data and enhance model performance."
Question :How to determine anomalies during pre-processing of data?,Answer :Feature Engineering is used to get rid of anomalies during the preprocessing. By removing anomalies the performance of the model improved significantly.
