Question :What is Email Classification in the context of ensemble methods?,Answer :Email classification is a common application of ensemble methods where the goal is to classify emails as spam or ham.
Question :What is the main purpose of the self-attention layer in transformers?,"Answer :The self-attention layer allows the model to focus on different parts of the input sequence, capturing relationships between words or tokens, which is essential for tasks like translation and summarization."
Question :What is attention in machine learning?,"Answer :A mechanism that allows models to focus on specific parts of the input when making predictions, often used in NLP tasks."
Question :Describe the difference between batch gradient descent and stochastic gradient descent.,"Answer :Batch gradient descent computes the gradient using the entire dataset, while stochastic gradient descent (SGD) computes the gradient using a single sample or a mini-batch, making SGD faster and more scalable."
Question :What is the architecture of a Transformer model?,Answer :The Transformer model consists of an encoder-decoder architecture. Both the encoder and decoder are composed of multiple layers of self-attention and feedforward neural networks. It is widely used in NLP tasks.
Question :What is the purpose of queries and keys and values in self-attention?,Answer :Queries and keys and values are used to calculate attention scores and form attention vectors in self-attention.
Question :What does False Negative (FN) mean?,Answer :False Negative refers to the cases where the model incorrectly predicted the negative class.
Question :What is a base model in ensemble methods?,"Answer :A base model is an individual model that is part of an ensemble, contributing to the overall prediction by combining with other base models through techniques like bagging or boosting."
Question :What is the role of heuristics in AI?,Answer :Heuristics are simplified rules to solve problems when optimal solutions are impractical.
Question :What is demonstrated in the experiment section?,Answer :A demo of using N-Grams to represent text data.
Question :What is divisive clustering?,"Answer :Divisive clustering is a top-down approach, where initially, all the data points in the dataset belong to one cluster and split is performed recursively as one moves down the hierarchy."
Question :What is the tradeoff between model complexity and interpretability?,"Answer :Higher model complexity often leads to better performance but may reduce interpretability, while simpler models are easier to interpret but may have higher bias and lower performance."
Question :What is the Markov Assumption in language modeling?,Answer :The Markov Assumption states that a word is affected only by its prior local context (the last few words).
Question :What is the role of dropout in transformer models?,"Answer :Dropout in transformers is used as a regularization technique to prevent overfitting by randomly dropping units during training, forcing the model to learn more robust features."
"Question :Why is Naive Bayes called ""naive""?","Answer :It's called ""naive"" because it assumes that all features are independent of each other, which is rarely true in real-world scenarios."
Question :Explain the concept of backpropagation in the context of neural networks.,Answer :Backpropagation is a supervised learning algorithm that adjusts weights in a neural network by propagating errors backward from the output layer to the input layer.
Question :What is the purpose of feature scaling in regression?,"Answer :Feature scaling standardizes or normalizes the range of independent variables, improving model performance and convergence speed by ensuring that all features contribute equally to the model."
Question :How can the explained variance ratio be interpreted in the context of PCA?,Answer :The explained variance ratio indicates the proportion of data variance captured by each principal component.
Question :What is bagging and how does it affect bias and variance?,"Answer :Bagging (Bootstrap Aggregating) reduces variance by averaging predictions from multiple models trained on different subsets of the data, which can help prevent overfitting."
Question :How does Logistic Regression differ from Linear Regression?,Answer :Logistic Regression uses a sigmoid function as its cost function unlike Linear Regression.
Question :What are some of the applications of planar homography in computer vision?,"Answer :Planar homography in computer vision is used for applications like removing perspective distortion, rendering planar textures, rendering planar shadows, and estimating camera pose for augmented reality."
Question :What are Early Pruning in Decision Trees?,Answer :Pruning: Cutting back the tree after it has been built to remove overfitted branches and improve generalization.
Question :How does BARTs denoising autoencoder training help in improving text quality?,Answer :The denoising autoencoder training helps BART learn to generate coherent and contextually accurate text by reconstructing corrupted input sequences.
"Question :Define overfitting in machine learning, and how does it relate to the concept of generalization?","Answer :Overfitting occurs when a model learns the training data too well, capturing noise and outliers."
Question :What is the application of self-supervised learning in person identification?,Answer :Self-supervised learning can be used in person identification by learning to match images of people such as in the CUHK03 dataset.
Question :What is a significant challenge mentioned in the document when using pure 16-bit floating-point neural networks?,"Answer :A challenge is the need for additional storage for optimizer states, gradients, and other variables during training, despite the reduced model storage from 16-bit precision."
Question :What is one-hot encoding?,"Answer :A method of representing categorical variables as binary vectors, where each category is represented by a 1 in one position and 0s in others."
Question :What is the concept of feature importance in Random Forests?,"Answer :Feature importance in Random Forests measures the contribution of each feature to the prediction accuracy, helping to identify which features are most influential for the model."
Question :What is the primary benefit of using stride in convolution operations?,Answer :Stride reduces the size of the output feature map and controls the overlap of the filter across the input image.
Question :What are the challenges associated with quantization?,"Answer :Quantization can lead to a loss in model accuracy, especially if the reduction in precision is too aggressive. Careful tuning and post-training calibration are often necessary to minimize this accuracy loss."
Question :What is an activation function?,Answer :A function that determines the output of a neural network layer by introducing non-linearity into the model.
Question :How can Denoising Autoencoders improve the generalization ability of a model?,"Answer :They learn to extract robust features that ignore noise, leading to better generalization on unseen data. This helps in making models more resilient to noisy or incomplete data."
Question :What additional storage is needed when training a model beyond just the model parameters?,"Answer :Additional storage is needed to store optimizer states, gradients, activations, and temporary variables."
Question :Why are CNNs effective for image classification tasks?,"Answer :CNNs automatically learn spatial hierarchies of features, capturing local patterns such as edges and textures, which are crucial for identifying objects and classifying images."
Question :What is the role of the regularization parameter (C) in SVM?,Answer :The regularization parameter (C) controls the trade-off between maximizing the margin and minimizing classification error. A smaller C creates a wider margin but allows more misclassifications.
Question :What are some challenges in programming distributed systems?,Answer :Challenges include: Managing a large number of resources. Handling resource failures.Ensuring resources run until completion and produce correct results. Achieving fast execution.
Question :How can synthetic data be utilized in machine learning to address domain gaps?,"Answer :Synthetic data can be used to supplement real data, especially when real data is scarce or expensive to obtain, helping to bridge domain gaps and improve model performance."
Question :How does the concept of receptive field relate to CNNs?,"Answer :The receptive field refers to the region of the input that influences a particular neurons output in the feature map. In CNNs, the receptive field grows as you move deeper into the network, allowing the neurons in higher layers to capture more complex, global features."
Question :What Clustering tools does Scikit-Learn offer?,Answer :Scikit-Learn provides tools for clustering including k-means and hierarchical clustering.
Question :What is the attention mechanism?,Answer :A technique that allows a model to focus on specific parts of the input sequence when making predictions.
Question :What is reinforcement learning?,Answer :A learning paradigm where an agent learns to make decisions by interacting with an environment and receiving feedback.
"Question :What is ""multi-objective reinforcement learning""?","Answer :Multi-objective reinforcement learning involves optimizing multiple, often conflicting objectives simultaneously, requiring the agent to learn to balance trade-offs and find Pareto-optimal solutions."
Question :How can you address a domain gap between source and target data?,"Answer :You can address a domain gap by aligning the source and target data distributions, which may involve modifying loss functions or using methods like Siamese networks to bring the representations closer together."
Question :What is the problem with calculating word in the network directly?,Answer :Calculating word in the network directly is difficult.
Question :What is the significance of the cosine similarity metric in Word2Vec?,"Answer :Cosine similarity measures the cosine of the angle between two vectors, indicating their similarity. In Word2Vec, it helps quantify the semantic similarity between words."
Question :What is backpropagation?,Answer :The algorithm used to compute gradients and update weights in a neural network during training.
Question :What is the leave-one-out cross-validation?,"Answer :Leave-one-out cross-validation is a special case of k-fold cross-validation where each fold consists of a single data point, and the model is trained on the remaining data points, providing an unbiased estimate of model performance."
Question :What does pivot_table() do?,Answer :pivot_table() creates a pivot table to aggregate and summarize data.
Question :What is fine-tuning?,Answer :The process of adjusting a pre-trained model on a new task by continuing its training with a smaller learning rate.
Question :What is the difference between greedy decoding and beam search?,"Answer :Greedy decoding selects the most probable word at each step, while beam search considers multiple candidate sequences simultaneously, balancing exploration and exploitation to find a more optimal sequence."
Question :what is Accuracy?,"Answer :When the output variable is categorical or discrete, accuracy is used. It is the percentage of correct predictions made by the model compared to the total number of predictions made."
Question :How does k-NN handle missing data?,Answer :k-NN can handle missing data by imputing the missing values using the average of the 'k' nearest neighbors.
Question :How do batch size and number of epochs affect training?,"Answer :Batch size affects the amount of data processed before updating weights, and the number of epochs defines how many times the entire dataset is used for training; both impact model convergence and performance."
Question :What does Scikit-Learn provide for SVM?,Answer :Scikit-Learn provides tools for Support Vector Machines (SVM).
Question :What is Spark SQL?,Answer :Distributed in-memory computation on massive scale Can use all data sources that Spark supports natively
Question :What is a learning curve and how does it help in diagnosing overfitting and underfitting?,"Answer :A learning curve plots model performance against the size of the training dataset or training iterations, helping diagnose overfitting or underfitting by showing how performance improves with more data or training."
Question :How does Backpropagation Through Time (BPTT) work in RNNs?,"Answer :BPTT is an extension of backpropagation used to train RNNs. It involves unrolling the RNN over time and applying backpropagation to calculate gradients for each time step, adjusting weights accordingly."
Question :What happens if the data is not linearly separable when using a Perceptron?,"Answer :If the data is not linearly separable, a single-layer Perceptron will not be able to find a correct decision boundary, and the Perceptron Learning Rule will fail to converge to a solution. The Perceptron will continue adjusting weights without finding a satisfactory separation, resulting in poor classification performance."
Question :What is feature extraction?,"Answer :Feature extraction involves transforming raw data into a set of features that can be used for modeling, often involving dimensionality reduction or feature transformation."
Question :How is Q-Learning used in Finance?,Answer :Q-learning has been used in finance to learn optimal trading policies.
Question :What are types of hierarchical clustering?,Answer :Agglomerative clustering and Divisive clustering.
Question :What is curriculum reinforcement learning?,"Answer :Curriculum reinforcement learning involves training an agent on a sequence of increasingly difficult tasks, gradually building its abilities and improving overall performance on complex tasks."
Question :What is recall in the context of model evaluation?,Answer :Recall is the ratio of true positive predictions to the total actual positives in the data.
Question :What are the features used in Email Classification?,Answer :The features used in email classification are 2-million dimensional (one-hot) and each tree selects a subset of features (words) to select the best from the subset.
Question :what does Parts-of-Speech tagging determines?,Answer :Parts-of-Speech tagging determines part-of-speech for each word dynamically as per meaning of the sentence. part-of-speech for each word dynamically as per sentence structure an all part-of-speech for a specific word given as input.
"Question :What is the significance of ""exploration decay"" in reinforcement learning?","Answer :Exploration decay refers to the gradual reduction of exploration over time, allowing the agent to shift from exploring new actions to exploiting known actions that yield high rewards as it gains more experience."
Question :What is the TF-IDF Score formula?,Answer :TF-IDF Score = TF * IDF.
Question :What are support vectors in SVM?,Answer :Support vectors are the data points that are closest to the decision boundary and are used to define the hyperplane in SVM.
"Question :If the MLP overfits the training data, how could you tweak these hyperparameters to try to solve the problem?","Answer :If the MLP overfits the training data, you can try reducing the number of hidden layers and reducing the number of neurons per hidden layer."
Question :What is Linear Regression?,Answer :Linear Regression is a supervised learning algorithm that models the relationship between a dependent variable and one or more independent variables.
Question :How does bag-of-words representation work in text analysis?,"Answer :Bag-of-words represents text by counting the frequency of words in a document, disregarding their order but capturing their occurrence."
Question :What is Logistic Regression?,Answer :Logistic Regression is a supervised learning algorithm used for binary classification problems. It predicts the probability of an outcome that can only have two values.
Question :What is distributed computing?,Answer :A distributed computing system is a system including several computational entities where each entity has its own local memory and all entities communicate by message passing over a network.
"Question :What is overfitting in the context of ARIMA modeling, and how can it be avoided?","Answer :Overfitting occurs when an ARIMA model is too complex, with too many parameters, and fits the noise in the training data rather than the underlying pattern. This leads to poor generalization on new data. Overfitting can be avoided by using model selection criteria like AIC or BIC, cross-validation, and ensuring the model is as simple as possible while still capturing the essential patterns."
Question :What is the difference between RNN and CNN?,"Answer :RNNs are designed for sequential data and have a mechanism for maintaining context across time steps, making them ideal for tasks involving sequences. In contrast, Convolutional Neural Networks (CNNs) are designed for spatial data, such as images, and use convolutional layers to detect local patterns. RNNs focus on temporal dependencies, while CNNs focus on spatial hierarchies."
Question :What is gradient descent?,Answer :Gradient descent is an optimization algorithm used to minimize the loss function by iteratively adjusting the weights in the direction of the negative gradient.
"Question :What is AlexNet, and why is it significant?",Answer :AlexNet is a deep convolutional neural network that won the 2012 ImageNet competition. It demonstrated the effectiveness of deep learning for image classification and spurred interest in CNNs for computer vision.
Question :How is the attention weight computed in Self Attention?,Answer :The attention weight is computed by taking the dot product of the Query and Key matrices and then applying a softmax function to the result. This produces a set of weights that represent the importance of each input element.
"Question :What is a Siamese network, and how is it used?","Answer :A Siamese network consists of two or more identical subnetworks with shared weights. It is used in tasks like face verification, where it compares two inputs to determine their similarity."
Question :What are some common challenges encountered during web scraping for NLP tasks?,"Answer :Dynamically generated content, changing website structure, and legal restrictions can pose challenges for web scraping."
Question :How does an SVM work in simple terms?,Answer :An SVM works by finding a separating line (or hyperplane) between data of two classes. It takes the data as input and outputs a line that separates the classes if possible.
Question :What is the function used to predict the next point in a series of 2D points?,Answer :The function used to predict the next point in a series of 2D points is ( y = f(x) = 3x ).
"Question :In unsupervised learning, what is the purpose of anomaly detection?",Answer :Anomaly detection identifies instances or patterns in data that deviate significantly from the norm or expected behavior.
Question :What is the cost function in Decision Trees?,Answer :The cost function is used to find the most homogeneous branches.
Question :What is POS tagging?,"Answer :Part-of-Speech tagging, the process of assigning a part of speech to each word in a sentence."
Question :Why is it important to modify loss functions for domain adaptation?,"Answer :Modifying loss functions helps to better align the distributions of source and target data, improving the model's performance on real-world data by adding additional terms to the loss function that address domain discrepancies."
Question :What is feature engineering for time series data?,"Answer :Feature engineering for time series data involves creating features that capture temporal patterns, such as lagged values, rolling statistics, or time-based indicators."
Question :What is backward elimination in stepwise regression?,"Answer :Backward elimination is a stepwise regression method where all predictors are initially included, and variables are removed one at a time based on their significance until only significant predictors remain."
Question :What is the shape of the attention output in self-attention?,Answer :The shape of the attention output in self-attention is (T x dv) where T is the sequence length and dv is the dimensionality of the value vector.
"Question :What is a Sparse Transformer, and how does it improve efficiency?","Answer :A Sparse Transformer reduces the computational complexity of self-attention by focusing only on relevant parts of the input sequence, making it more efficient for processing long sequences."
Question :What are BERT's main innovations in NLP?,"Answer :BERT introduced bidirectional training of Transformers, enabling the model to consider context from both directions (left-to-right and right-to-left) when encoding a word, leading to state-of-the-art performance on various NLP tasks."
Question :How are Word2Vec models trained?,"Answer :Large datasets are used to predict words based on their context, allowing the model to learn word representations."
Question :What are the Assumptions in Machine Learning,Answer :Machine Learning assumes that the training set and testing set come from the same distribution and that some assumptions or bias are needed to make predictions
Question :What are the ethical considerations in AI?,"Answer :Ethical issues include bias, fairness, accountability, privacy, and societal impact."
"Question :What is a Multilayer Perceptron (MLP), and how does it differ from a single-layer perceptron?","Answer :An MLP is a type of neural network with multiple layers, including input, hidden, and output layers."
Question :How does PEFT improve fine-tuning efficiency in resource-constrained environments?,"Answer :PEFT reduces the number of trainable parameters, allowing large models to be fine-tuned on limited hardware resources, such as GPUs with smaller memory capacity, without significant performance loss."
Question :What is accuracy?,Answer :Accuracy is the frraction of the total sample that is correctly identified.
Question :What are the different methods for representing text in Natural Language Processing (NLP)?,"Answer :Text can be represented using bag-of-words, TF-IDF, word embeddings (like word2vec or GloVe), or through more advanced methods like BERT and GPT models."
Question :What is collaborative filtering in recommendation systems?,Answer :Collaborative filtering predicts a user's interest in items based on the preferences of similar users. It leverages the idea that users who agreed in the past will likely agree in the future.
"Question :What is a dense attention mechanism in transformers, and how does it affect computational complexity?","Answer :Dense attention mechanisms in transformers calculate attention scores between all pairs of tokens in a sequence, resulting in high computational complexity, especially for long sequences, but also allowing the model to capture detailed relationships."
Question :How does the Eigen face approach relate to face detection and recognition?,"Answer :By analyzing key facial features captured in Eigen faces, systems can detect and recognize faces in images or videos."
Question :What is early stopping?,Answer :A regularization technique used to prevent overfitting by stopping training when the model's performance on a validation set starts to deteriorate.
Question :What is the idea behind SNE and t-SNE?,"Answer :SNE and t-SNE use probabilities instead of distances to represent the likelihood of points being neighbors, optimizing these probabilities to be similar in low dimensions."
Question :How does cross-validation help in model selection?,"Answer :Cross-validation helps in model selection by providing an estimate of how different models perform on unseen data, allowing for the comparison of model performance and selection of the best model."
"Question :What is the Orthogonality Loss, and why was it proposed?",Answer :Orthogonality Loss was proposed to enhance the recognition ability of deep face features by punishing the mean value and second moment of the weight matrix of generated feature vectors. It addresses the limitation of traditional softmax loss in distinguishing between classes in high-dimensional feature spaces.
Question :What types of N-Grams can be used as features?,Answer :Unigrams bigrams trigrams etc. can be used as features.
Question :What is a validation set in the context of cross-validation?,"Answer :A validation set is a subset of the data used to evaluate the model's performance during training, helping to tune hyperparameters and assess model generalization."
Question :What is the role of cross-attention in transformer models?,"Answer :Cross-attention is used in transformer decoders to focus on specific parts of the encoder's output, enabling better context integration when generating sequences."
Question :What is the role of dimensionality reduction in unsupervised learning?,"Answer :Dimensionality reduction techniques, such as PCA or t-SNE, reduce the number of features in the data, making it easier to visualize and analyze while retaining the most important information."
Question :What is beam search in NLP?,"Answer :Beam search is a search algorithm used in sequence generation tasks, where it keeps track of the top-k sequences at each step and expands them to find the most probable sequence."
"Question :What is an autoencoder, and how does it work?","Answer :An autoencoder is a neural network that learns to compress (encode) input data into a lower-dimensional representation and then reconstruct (decode) it back to the original form, typically used for feature learning or dimensionality reduction."
Question :What should you consider when engineering features for a model?,"Answer :You should consider transforming data, using PCA (Principal Component Analysis), creating smaller categories for categorical data, deriving additional attributes, and experimenting with hyperparameters."
Question :What is regularization in the context of regression models?,"Answer :Regularization adds a penalty term to the loss function in regression models to control the complexity of the model, helping to prevent overfitting and improve generalization."
Question :What is a policy in reinforcement learning?,"Answer :A policy in reinforcement learning defines the agent's strategy for choosing actions in various states, typically represented as a probability distribution over actions."
Question :How does a Decision Tree work?,"Answer :A Decision Tree works by splitting the dataset based on the most important variables using criteria like entropy, information gain, or Gini index. It continues to split until a stopping condition is met or perfect homogeneity is achieved."
Question :What is a leaf node in a Decision Tree?,Answer :A leaf node is the final node in a Decision Tree that contains the output label.
Question :What are some common challenges in reinforcement learning?,Answer :Challenges include the exploration-exploitation trade
Question :What is transfer learning?,"Answer :Transfer learning involves taking the knowledge gained from a pre-trained model on one task and applying it to a different, but related task. This approach allows for leveraging pre-existing patterns learned by the model, making it easier and faster to train on new tasks with less data."
Question :What is Bag of Words?,Answer :A simple representation of text data where each document is represented as a bag (or a set) of its word occurrences.
Question :How can Principal Component Analysis (PCA) aid in data visualization?,"Answer :PCA reduces the dimensionality of data while preserving most of its variance, allowing for visualization of high-dimensional data in a lower-dimensional space."
Question :what is Machine Translation?,Answer :This helps in translating a given piece of text from one language to another.
Question :What are the common types of ensemble methods?,"Answer :Common ensemble methods include Bagging (e.g., Random Forest), Boosting (e.g., AdaBoost, Gradient Boosting), and Stacking, each with different approaches to combining models."
Question :How do CNNs learn features from images?,Answer :CNNs apply convolutional filters to detect features at various resolutions and complexities.
Question :What is a Sparse Autoencoder?,"Answer :A Sparse Autoencoder is a variant of the standard Autoencoder where sparsity is enforced on the latent representation. This means that only a small number of neurons in the bottleneck layer are activated for any given input, encouraging the network to learn more distinct and meaningful features."
Question :How does TF-IDF work in information retrieval?,"Answer :TF-IDF (Term Frequency-Inverse Document Frequency) is a numerical statistic that reflects the importance of a word in a document relative to a corpus, helping to identify relevant keywords."
Question :What is the Root Node in a Decision Tree?,Answer :The best features of the dataset are placed at the root of the tree.
"Question :What do stemming and lemmatization return for the word ""comedy""?","Answer :Stemming will return ""comedi"" and lemmatizaton will return ""comedy""."
Question :What is overfitting in Decision Trees?,"Answer :Overfitting occurs when the Decision Tree model becomes too complex, capturing noise instead of the underlying data distribution."
Question :What is the difference between a one-hot encoding and word embeddings?,"Answer :One-hot encoding represents each word as a binary vector with a single high value, while word embeddings represent words as dense vectors in a continuous vector space, capturing semantic relationships."
Question :What is quantization?,Answer :Quantization is a technique used to reduce the precision of the weights and activations of a neural network.
Question :What is Information Gain?,Answer :Information gain is the decrease in entropy.
Question :What is knowledge distillation in model compression?,"Answer :Knowledge distillation involves training a smaller model (student) to replicate the behavior of a larger, pre-trained model (teacher). The student model learns to mimic the teacher's outputs, achieving comparable performance with fewer parameters."
Question :How can Google Vision API be set up for use?,"Answer :To set up Google Vision API, you need to create a GCP project, enable billing, enable the API, create a service account key, set the environment variable for the application credentials, install the client library, and run the appropriate code."
Question :How can you detect overfitting?,"Answer :Overfitting can be detected by a significant gap between training accuracy and validation accuracy, where the model performs well on training data but poorly on validation data."
Question :How does the training set size affect bias and variance?,Answer :Increasing the training set size generally reduces variance (overfitting) but may not affect bias significantly. A larger training set provides more information for the model to learn.
Question :What is the significance of the cross-validation error?,"Answer :The cross-validation error is a measure of model performance averaged across all folds, providing an estimate of how well the model is expected to perform on unseen data."
Question :What is the difference between population and sample in statistics?,Answer :Population: The entire set of possible observations of a random variable. It can be finite or infinite. Sample: A subset of the population used to make inferences about the population. It is always finite.
Question :What is bag-of-words approach?,Answer :A sentence or a document is considered as a Bag containing words. It takes into account the words and their frequency of occurrence in the sentence or the document disregarding semantic relationship in the sentences. It creates a vocabulary of all the unique words occurring in all the documents in the training set. This is called bag-of-words approach.
Question :What is the role of token type embeddings in BERT?,"Answer :Token type embeddings in BERT differentiate between tokens from different segments (e.g., sentence A and sentence B) within a single input, enabling the model to handle tasks like next sentence prediction."
Question :What is overfitting?,"Answer :When a model learns the training data too well, including noise and outliers, leading to poor generalization to new data."
Question :What are generative models in machine learning?,"Answer :Generative models learn to create new data samples similar to training data, like GANs and VAEs."
Question :Can ARIMA be used for non-stationary data?,"Answer :Yes, ARIMA can be used for non-stationary data by applying differencing to the data (the I component of ARIMA). The differencing process transforms the non-stationary data into a stationary series, which can then be modeled using the AR and MA components."
Question :What is a Markov chain?,"Answer :A stochastic process that transitions from one state to another on a state space, where the probability of each state depends only on the previous state."
Question :How do you get a specific value from a DataFrame?,"Answer :Use df.at[row_index, 'column_name'] or df.iat[row_index, col_index] to access a specific value."
Question :What is a sliding window?,"Answer :A technique where a fixed-size window moves across the data, often used in time series analysis to capture temporal patterns."
Question :How does stride affect the convolution process in CNNs?,Answer :Stride determines the number of pixels the filter moves during convolution affecting the size of the output feature map.
Question :What is Part of Speech (POS) tagging?,"Answer :POS tagging assigns a part of speech to each word in a given sentence, helping in understanding the grammatical structure of the sentence."
Question :What is feature engineering for classification problems?,Answer :Feature engineering for classification problems includes creating features that enhance the model's ability to distinguish between different classes or categories.
Question :What is underfitting in machine learning?,"Answer :Underfitting happens when a model is too simple to capture the underlying patterns in the data, resulting in poor performance on both training and test data."
Question :What is fine-tuning in the context of transformers?,"Answer :Fine-tuning involves taking a pre-trained transformer model and adapting it to a specific task by continuing training on a smaller, task-specific dataset, leveraging the knowledge gained during pre-training."
Question :How does the pinhole camera model relate to computer vision?,"Answer :The pinhole camera model is a mathematical representation used in computer vision to understand how a camera projects a 3D scene onto a 2D image, which helps in tasks like recovering world geometry and calibrating cameras."
Question :What is batch normalization in deep learning?,Answer :Batch normalization normalizes inputs within each layer to stabilize and speed up training.
Question :What are some effective ways to visualize the results of dimensionality reduction techniques like PCA?,"Answer :Scatter plots, heatmaps, and interactive visualization tools can help explore the relationships between data points in the reduced dimensional space."
Question :What is the difference between model-based and model-free reinforcement learning?,"Answer :Model-based reinforcement learning involves building a model of the environment and planning actions based on it, while model-free reinforcement learning learns directly from interactions with the environment without explicitly modeling it."
Question :What is one of the major limitations of GANs?,"Answer :One major limitation of GANs is the difficulty in evaluating the quality of generated outputs, as well as the potential ethical concerns related to generating realistic fake data."
Question :How does the self-attention mechanism work in transformers?,"Answer :The self-attention mechanism allows each element in a sequence to attend to all other elements, enabling the model to capture dependencies regardless of their distance in the sequence."
Question :What is scikit-learn in machine learning?,"Answer :Scikit-learn is a Python library for machine learning, offering tools for data preprocessing, model building, evaluation, and more."
Question :How do you set an index column in a DataFrame?,"Answer :Use df.set_index('column_name', inplace=True) to set a column as the index."
Question :How do loss functions contribute to training neural networks?,"Answer :Loss functions quantify the difference between predicted and actual values, guiding the neural network's learning process during optimization."
Question :What is the role of model selection in the bias-variance tradeoff?,"Answer :Model selection involves choosing a model that balances bias and variance based on performance metrics, cross-validation results, and the complexity of the model."
Question :`Why is it important to consider both precision and recall in model evaluation?,Answer :Considering both precision and recall is important because they provide insights into the models performance in terms of both the relevance of the results (precision) and the ability to capture all relevant instances (recall).
Question :What is the impact of feature selection on bias and variance?,"Answer :Feature selection can help reduce variance by removing irrelevant features that may contribute to overfitting, and it can also impact bias depending on which features are selected."
Question :what is Natural Language Understanding (NLU)?,"Answer :Here, the transcribed text from stage one is further analysed through AI techniques within the natural language understanding system. Certain NLP tasks such as Named Entity Recognition, Text Classification, Language modelling, etc. come into play here."
Question :What is the role of ensemble methods in handling imbalanced data?,"Answer :Ensemble methods can help handle imbalanced data by combining predictions from multiple models that may better capture minority classes, improving overall performance and robustness."
Question :What is the Query Key and Value in Self Attention?,Answer :The Query Key and Value are three matrices that are used to compute the attention weights. The Query matrix represents the input data the Key matrix represents the context and the Value matrix represents the output.
Question :How is the value of 'k' chosen in k-NN?,Answer :The value of 'k' is usually chosen based on cross-validation to optimize classification accuracy.
Question :What is stratified k-fold cross-validation?,"Answer :Stratified k-fold cross-validation ensures that each fold is representative of the overall distribution of the target variable, preserving the proportion of classes in each fold."
